"id"	"x"	"y"	"t"
"1"	-0.995159671826984	3.74386886836186	0.055
"1"	-0.974772243675316	3.64203982024986	0.056
"1"	-0.992977426220775	3.71276238608047	0.057
"1"	-0.994066033530963	3.73279200874522	0.058
"1"	-1.06189502633071	3.68527368185657	0.059
"1"	-1.13222169300531	3.73343864667222	0.06
"1"	-1.16464417843481	3.70626474398045	0.061
"1"	-1.1506614721346	3.84119672296077	0.062
"1"	-1.15138075857193	3.81408329398935	0.063
"1"	-1.10359704461758	3.70222949517972	0.064
"1"	-1.07691683678295	3.81450389816556	0.065
"1"	-1.03882666607708	3.78342996170526	0.066
"1"	-1.06538076404433	3.65001577647824	0.067
"1"	-0.981947719268301	3.58671201740018	0.068
"1"	-0.93688583741673	3.76463313643495	0.069
"1"	-1.06173268086407	3.82641947120312	0.07
"1"	-1.07206562308739	3.68386623031141	0.071
"1"	-1.17702492477512	3.61085466989457	0.072
"1"	-1.19130434340628	3.54165821087609	0.073
"1"	-1.12345431166778	3.7310246624731	0.074
"1"	-1.18010759240856	3.79504104870564	0.075
"1"	-1.08552528517744	3.82166964473316	0.076
"1"	-1.14943552910096	3.77775740328654	0.077
"1"	-1.13063890216797	3.8235076627218	0.078
"1"	-1.11362242291091	3.85112861409118	0.079
"1"	-1.09358972448363	3.88605657887204	0.08
"1"	-1.14934432794198	3.76010164129652	0.081
"1"	-0.883157863709927	3.7365745795396	0.082
"1"	-0.896578737327534	3.79344808908698	0.083
"1"	-0.96543787105284	3.84189048297009	0.084
"1"	-0.95331715583917	3.81330900299752	0.085
"1"	-0.968828909632215	3.80016046566909	0.086
"1"	-0.841286968482426	3.73365749987692	0.087
"1"	-0.953287076972009	3.74808628993135	0.088
"1"	-0.953964575606857	3.79123120152303	0.089
"1"	-1.00931114535851	3.72832549484009	0.09
"1"	-0.917853542582199	3.71600799024727	0.091
"1"	-1.00146073650647	3.71132933383646	0.092
"1"	-1.01363144797044	3.8023877415757	0.093
"1"	-1.00355320555107	3.83256963000485	0.094
"1"	-1.02959667227161	3.82632359048388	0.095
"1"	-1.04436465421478	3.80713627413675	0.096
"1"	-1.1027757450585	3.68604090691762	0.097
"1"	-0.931325703857707	3.76956029348624	0.098
"1"	-1.04258678253254	3.73846792051696	0.099
"1"	-1.12405803282789	3.90563881672588	0.1
"1"	-0.978222910585804	3.80261267195215	0.101
"1"	-0.962247146413422	3.75720730567178	0.102
"1"	-1.01861883943951	3.71378572185507	0.103
"1"	-1.05884012005707	3.84272902751656	0.104
"1"	-1.05165660578604	3.82027107578404	0.105
"1"	-1.02727237030263	3.87776220125472	0.106
"1"	-1.04675244701444	3.78210452245321	0.107
"1"	-0.924970320464584	3.7625115909232	0.108
"1"	-0.998832063346563	3.68717276562435	0.109
"1"	-1.11019448320809	3.68390967753758	0.11
"1"	-1.03646797112882	3.80274346390698	0.111
"1"	-0.982286510758183	3.7499753811874	0.112
"1"	-1.00070664134172	3.71263488428001	0.113
"1"	-1.04962184210568	3.78778051542817	0.114
"1"	-1.11802066312075	3.93758104230715	0.115
"1"	-1.06622355268152	3.8694470969538	0.116
"1"	-1.1028600222696	3.79667575559836	0.117
"1"	-1.15563495111285	3.79393755260349	0.118
"1"	-1.08590644068845	3.82224376816863	0.119
"1"	-1.1336782187597	3.73094874906483	0.12
"1"	-1.13484245004911	3.84411687497738	0.121
"1"	-1.16954653158131	3.78951243519532	0.122
"1"	-0.99533158759569	3.78647574202482	0.123
"1"	-1.11438864643533	3.75204318887559	0.124
"1"	-1.04378742473847	3.73462723933619	0.125
"1"	-1.08124575688552	3.7219743459529	0.126
"1"	-1.07284622090699	3.84586685392211	0.127
"1"	-1.06756678578131	3.88899937833912	0.128
"1"	-1.00402770774477	3.84857756755019	0.129
"1"	-1.10041349756471	3.79023803123026	0.13
"1"	-1.09528862093922	3.8039924717542	0.131
"1"	-0.998989110743064	3.92899781926864	0.132
"1"	-0.88132338503974	3.86769009402281	0.133
"1"	-1.02609252836881	3.84484131834267	0.134
"1"	-1.00841854322553	3.87931824755354	0.135
"1"	-0.923079570159668	3.90546234123221	0.136
"1"	-1.02136247869355	3.93899109001372	0.137
"1"	-1.02113126247246	3.89310398458063	0.138
"1"	-0.996217839465189	3.89895616005611	0.139
"1"	-0.996143733538261	3.76106263455736	0.14
"1"	-0.966788671578567	3.80093829130744	0.141
"1"	-1.00836778336331	3.79564947786058	0.142
"1"	-0.995306322336253	3.82370469560873	0.143
"1"	-0.897169249274264	3.78842670704404	0.144
"1"	-0.919923378691409	3.88294012487976	0.145
"1"	-0.850503850192444	3.96037959683634	0.146
"1"	-0.887004879470166	4.09802173067987	0.147
"1"	-0.839932633496684	4.18123975262813	0.148
"1"	-0.87522841434164	4.10935463823167	0.149
"1"	-0.741966253461503	3.97787478304249	0.15
"1"	-0.797406751234373	3.93467094262766	0.151
"1"	-0.882923721730619	3.91553040172107	0.152
"1"	-0.868665907477259	3.75939639670429	0.153
"1"	-0.8882423283521	3.85866759916212	0.154
"1"	-0.766607810919344	3.95387519677122	0.155
"1"	-0.720243521500597	3.84987548517879	0.156
"1"	-0.787745294999497	3.85731301818201	0.157
"1"	-0.761965440922864	3.8730776678469	0.158
"1"	-0.872808230905925	4.01889521369596	0.159
"1"	-0.787079761628849	3.9906764814341	0.16
"1"	-0.700533876266832	3.90990370160687	0.161
"1"	-0.669987989708504	3.90460084789169	0.162
"1"	-0.638303403768043	3.93489033915218	0.163
"1"	-0.607375945169321	4.06688037500042	0.164
"1"	-0.598762175615567	4.16043944680541	0.165
"1"	-0.655062398761525	4.10868188403893	0.166
"1"	-0.528737028725475	4.115481294754	0.167
"1"	-0.659944872661015	4.03983566256507	0.168
"1"	-0.672447710413708	4.11021483491236	0.169
"1"	-0.660228850002395	4.1285383165253	0.17
"1"	-0.566746689396022	4.22505235555896	0.171
"1"	-0.51789421066743	4.20699353243171	0.172
"1"	-0.600571202081785	4.2093614488076	0.173
"1"	-0.588373521799421	4.11932539066377	0.174
"1"	-0.586006197236819	4.19355569904846	0.175
"1"	-0.688993921772502	4.16653363686347	0.176
"1"	-0.642122185020777	4.07191987704247	0.177
"1"	-0.609220125173732	4.11439181862055	0.178
"1"	-0.590708953265162	3.93576984526623	0.179
"1"	-0.420587187361515	3.96244495399926	0.18
"1"	-0.380207724012323	4.01999749952094	0.181
"1"	-0.304845497373971	4.13536884065369	0.182
"1"	-0.315102526399526	4.21169142059481	0.183
"1"	-0.376990391634862	4.2756500736817	0.184
"1"	-0.407026956131863	4.45222799950169	0.185
"1"	-0.504423930288417	4.34342091397606	0.186
"1"	-0.387140893752008	4.34118047493781	0.187
"1"	-0.429533443957649	4.22473770474689	0.188
"1"	-0.392617625002058	4.22801839903854	0.189
"1"	-0.514859358817986	4.23673389436973	0.19
"1"	-0.454190509911609	4.24503761319962	0.191
"1"	-0.500540368358574	4.28111347014089	0.192
"1"	-0.347006310506787	4.31217416050509	0.193
"1"	-0.42635186674608	4.23310916089505	0.194
"1"	-0.374539075493603	4.19189163487118	0.195
"1"	-0.521809891696233	4.30311163319979	0.196
"1"	-0.520711843832978	4.22460100769231	0.197
"1"	-0.369568387139549	4.16464404037476	0.198
"1"	-0.304815514408668	4.12425766038533	0.199
"1"	-0.325449441867582	4.16863892677032	0.2
"1"	-0.403084050478298	4.17307498502211	0.201
"1"	-0.385355467963419	4.26829248385714	0.202
"1"	-0.499227006787689	4.24956111227835	0.203
"1"	-0.417144208053112	4.21042812486995	0.204
"1"	-0.375465900489611	4.25047307640365	0.205
"1"	-0.353019034796376	4.30229443469253	0.206
"1"	-0.360176874178893	4.22512751983909	0.207
"1"	-0.542617035690363	4.22361122431771	0.208
"1"	-0.467586774625471	4.25189120683645	0.209
"1"	-0.478076036869833	4.37910550526286	0.21
"1"	-0.430765920672452	4.3481388793065	0.211
"1"	-0.311634551966779	4.2542109764806	0.212
"1"	-0.340110426861927	4.42697144140946	0.213
"1"	-0.344752620134569	4.46264614926182	0.214
"1"	-0.453682137451308	4.36957051480934	0.215
"1"	-0.399216466956505	4.34922447332679	0.216
"1"	-0.471496711165261	4.30531874477525	0.217
"1"	-0.515593351080571	4.31536731801108	0.218
"1"	-0.379389886983511	4.1199549653789	0.219
"1"	-0.287631984302549	4.08083208011265	0.22
"1"	-0.25176572321931	4.18464456745237	0.221
"1"	-0.277787838089574	4.18122087998959	0.222
"1"	-0.277456766676987	4.25846261262657	0.223
"1"	-0.235208615905337	4.11384437794874	0.224
"1"	-0.351868903303837	4.25462417034852	0.225
"1"	-0.274508690656293	4.2901477711132	0.226
"1"	-0.247373994442434	4.35520564912912	0.227
"1"	-0.460377818597234	4.38236939158946	0.228
"1"	-0.467837339537533	4.35757108430751	0.229
"1"	-0.460182825077505	4.37863161608829	0.23
"1"	-0.457734381625663	4.37417669225597	0.231
"1"	-0.457967025388219	4.25561932710922	0.232
"1"	-0.343346621529332	4.31012842742857	0.233
"1"	-0.220352934850904	4.26626552245014	0.234
"1"	-0.161808284252923	4.40063999353583	0.235
"1"	-0.216806285769837	4.22846924469021	0.236
"1"	-0.250888733701445	4.2076644767891	0.237
"1"	-0.255203300977944	4.32654224196338	0.238
"1"	-0.302900839849365	4.30163098984739	0.239
"1"	-0.317443533053818	4.25228876685957	0.24
"1"	-0.29179633275799	4.34966057756054	0.241
"1"	-0.308024890330568	4.34905074606231	0.242
"1"	-0.254112233902937	4.36324038475203	0.243
"1"	-0.319635793395379	4.42698350613396	0.244
"1"	-0.352003251261988	4.338644337861	0.245
"1"	-0.253286481424904	4.38217609637969	0.246
"1"	-0.355408649973372	4.26913977999106	0.247
"1"	-0.448631393785026	4.28687510581387	0.248
"1"	-0.405527155776237	4.31545486595771	0.249
"1"	-0.335086404887998	4.22804886812313	0.25
"1"	-0.401002382404746	4.30476810695159	0.251
"1"	-0.315768274305597	4.15289961861075	0.252
"1"	-0.317695244109874	4.13898943943147	0.253
"1"	-0.459495733357734	4.19902288058911	0.254
"1"	-0.440470353217056	4.22936739533148	0.255
"1"	-0.398132427146994	4.29522371548915	0.256
"1"	-0.381764857899728	4.25811432589456	0.257
"1"	-0.430501537673769	4.25465977765468	0.258
"1"	-0.379593612555428	4.1853616767703	0.259
"1"	-0.387411605111948	4.30238741740305	0.26
"1"	-0.393554520244849	4.20705740738938	0.261
"1"	-0.407930350298219	4.29218246750185	0.262
"1"	-0.337182565062346	4.38557188742511	0.263
"1"	-0.330601290895826	4.36575941475661	0.264
"1"	-0.372208951015451	4.35936504847557	0.265
"1"	-0.409764411871336	4.21210028227993	0.266
"1"	-0.374979818741294	4.35549582249868	0.267
"1"	-0.319877114196118	4.3912348879534	0.268
"1"	-0.298081211369846	4.29838815841552	0.269
"1"	-0.336656650401679	4.28166988709687	0.27
"1"	-0.367460742712401	4.33563549889733	0.271
"1"	-0.452519240168784	4.34980905571276	0.272
"1"	-0.362359802264774	4.2234123853315	0.273
"1"	-0.312617867494078	4.40039286081363	0.274
"1"	-0.356120021055758	4.3789268433898	0.275
"1"	-0.414303584543296	4.40972817918136	0.276
"1"	-0.372176438187029	4.45141326742133	0.277
"1"	-0.481991700872735	4.36955220835952	0.278
"1"	-0.491542629391817	4.31597198600593	0.279
"1"	-0.504698528088467	4.21803014653162	0.28
"1"	-0.420283446522226	4.13909850576537	0.281
"1"	-0.301940408943598	4.09979273659003	0.282
"1"	-0.290669286645799	4.19622841683527	0.283
"1"	-0.262858035748909	4.22309415224137	0.284
"1"	-0.273846996132729	4.29008367832833	0.285
"1"	-0.400264218647344	4.23494279631604	0.286
"1"	-0.35012866229058	4.21002102307869	0.287
"1"	-0.248229465774216	4.26230601396263	0.288
"1"	-0.263728519970971	4.1532203011963	0.289
"1"	-0.2689164122927	4.17488705019631	0.29
"1"	-0.286533865521161	4.13618033339277	0.291
"1"	-0.255674598399016	4.11027863995225	0.292
"1"	-0.272070884859296	4.18004610649534	0.293
"1"	-0.33865123275297	4.26659925358507	0.294
"1"	-0.428839342334929	4.07216645612313	0.295
"1"	-0.393610273066386	4.18498440604722	0.296
"1"	-0.408612791563173	4.26908252749165	0.297
"1"	-0.460259868713759	4.26598284831558	0.298
"1"	-0.567694255195588	4.35144929489001	0.299
"1"	-0.377424361106632	4.39038569410283	0.3
"1"	-0.382888437174157	4.34151221045652	0.301
"1"	-0.490819567953175	4.35119741841294	0.302
"1"	-0.476760770153357	4.26572917948242	0.303
"1"	-0.546773761742286	4.24521615727216	0.304
"1"	-0.557904921539879	4.20673573695998	0.305
"1"	-0.60275796362566	4.31344376582777	0.306
"1"	-0.525179627242364	4.35292589210954	0.307
"1"	-0.650423684161444	4.28299565435057	0.308
"1"	-0.625107515797257	4.1615157363611	0.309
"1"	-0.478832284315669	4.05176695924941	0.31
"1"	-0.45670488006357	4.15829416686645	0.311
"1"	-0.427104515404997	4.1341563818927	0.312
"1"	-0.348073206312601	4.18951330109156	0.313
"1"	-0.418006350628056	4.14039467117435	0.314
"1"	-0.256804246645102	4.13741532184539	0.315
"1"	-0.392604934668375	4.21809354466706	0.316
"1"	-0.365945829843761	4.12863489070222	0.317
"1"	-0.498841813097573	4.16921458185592	0.318
"1"	-0.399229165482536	4.24405771274786	0.319
"1"	-0.430336417042265	4.19159203890207	0.32
"1"	-0.387933966014574	4.24540797709161	0.321
"1"	-0.339708577103569	4.22351753391685	0.322
"1"	-0.271595563940549	4.16905822016409	0.323
"1"	-0.304448648063557	4.26669772101214	0.324
"1"	-0.231547543798787	4.13259019523797	0.325
"1"	-0.227814626537081	4.2147068950208	0.326
"1"	-0.346160250832572	4.24414304022207	0.327
"1"	-0.400975527454844	4.32081573500017	0.328
"1"	-0.331867360764249	4.33003981390764	0.329
"1"	-0.323402586793369	4.34198101375073	0.33
"1"	-0.226541300878944	4.43140258300724	0.331
"1"	-0.253245826918723	4.19166152742447	0.332
"1"	-0.263988327185664	4.24861829909071	0.333
"1"	-0.294181630318614	4.28793531236678	0.334
"1"	-0.245926751674126	4.25351476890989	0.335
"1"	-0.286429576441606	4.27894089534969	0.336
"1"	-0.347631565387047	4.28681173020287	0.337
"1"	-0.484200105561996	4.2122079577728	0.338
"1"	-0.552344243594152	4.15196253914272	0.339
"1"	-0.576240907658405	4.19254071051813	0.34
"1"	-0.469186355823155	4.14730174716691	0.341
"1"	-0.524731330443483	4.10905830302886	0.342
"1"	-0.54211658396356	4.11419487610844	0.343
"1"	-0.494409122125418	4.10816478628627	0.344
"1"	-0.633766359080585	4.13239175639807	0.345
"1"	-0.522835555935824	4.20402534072134	0.346
"1"	-0.537919097500822	4.08894148221791	0.347
"1"	-0.357228560470306	4.11352504454566	0.348
"1"	-0.359820156472001	4.19217872977664	0.349
"1"	-0.468648503421274	4.18956743883721	0.35
"1"	-0.554718181458855	4.17607403808073	0.351
"1"	-0.513770511602019	4.09238943063415	0.352
"1"	-0.464466825765013	4.15386370684952	0.353
"1"	-0.512233630806962	4.20616606720171	0.354
"1"	-0.418205458861681	4.27766836584947	0.355
"1"	-0.402511432532337	4.27620528208157	0.356
"1"	-0.378010180567481	4.38448935594369	0.357
"1"	-0.301647963855117	4.39700736282547	0.358
"1"	-0.325875929415163	4.37253939734303	0.359
"1"	-0.299866413422786	4.24941058125602	0.36
"1"	-0.441365373168083	4.29757982282239	0.361
"1"	-0.517237701763765	4.30108709236106	0.362
"1"	-0.439749793929092	4.30291047767121	0.363
"1"	-0.394102607007704	4.20857784566446	0.364
"1"	-0.31927659457016	4.33784588074457	0.365
"1"	-0.257486653173049	4.15055934735366	0.366
"1"	-0.165144073976158	4.18967210086898	0.367
"1"	-0.153497646775103	4.25894886379094	0.368
"1"	-0.194874292403032	4.2411732459278	0.369
"1"	-0.155409667601335	4.2835514123101	0.37
"1"	-0.122611495063155	4.43980466214727	0.371
"1"	-0.109005238748555	4.37756532615766	0.372
"1"	-0.301316988210406	4.5197476117202	0.373
"1"	-0.345965717108932	4.59910222470713	0.374
"1"	-0.335779664309757	4.6225771807622	0.375
"1"	-0.362573750645705	4.57139819299341	0.376
"1"	-0.361729571994052	4.47414012418333	0.377
"1"	-0.37802876809307	4.46700256785924	0.378
"1"	-0.399703428477047	4.244975334954	0.379
"1"	-0.4098406189225	4.28968242434675	0.38
"1"	-0.334587860481824	4.3390776103697	0.381
"1"	-0.454826918038107	4.3161795818109	0.382
"1"	-0.355041052188318	4.36496342025049	0.383
"1"	-0.373021383536879	4.29440250970749	0.384
"1"	-0.265954930673718	4.18199956604921	0.385
"1"	-0.308322653416074	4.25873167777339	0.386
"1"	-0.419518214506663	4.28161511013077	0.387
"1"	-0.25568690340212	4.28638569850079	0.388
"1"	-0.298429685204807	4.31825495732233	0.389
"1"	-0.342737315988514	4.32480482792529	0.39
"1"	-0.278555377067353	4.27649024843348	0.391
"1"	-0.383805918796507	4.18389370069437	0.392
"1"	-0.420541257506738	4.28885295884339	0.393
"1"	-0.527407902271032	4.16044916926161	0.394
"1"	-0.545899373143163	4.2095522990678	0.395
"1"	-0.568693133233572	4.26202291072832	0.396
"1"	-0.492867214426851	4.2351861429635	0.397
"1"	-0.407469034248121	4.26210028005699	0.398
"1"	-0.409446404092898	4.2844210618967	0.399
"1"	-0.332399598892267	4.31544148126714	0.4
"1"	-0.378162552785095	4.326815950025	0.401
"1"	-0.296524232585642	4.29987715133196	0.402
"1"	-0.31076091125399	4.29697445180039	0.403
"1"	-0.156161764771409	4.31971511755424	0.404
"1"	-0.205605134204959	4.09239064171969	0.405
"1"	-0.31409848724931	4.13325866991162	0.406
"1"	-0.294960595517591	4.20230068509951	0.407
"1"	-0.251365306990851	4.19085767364252	0.408
"1"	-0.178328458559033	4.16782755232213	0.409
"1"	-0.283668784550521	4.10958537147034	0.41
"1"	-0.231473341620171	4.15084307924838	0.411
"1"	-0.182291012657346	4.17097143718456	0.412
"1"	-0.244837718163745	4.17459745932088	0.413
"1"	-0.38617323695135	4.13301571460539	0.414
"1"	-0.483592880548514	4.25611333454948	0.415
"1"	-0.496733005423266	4.31209787052597	0.416
"1"	-0.357874702485975	4.25991109048993	0.417
"1"	-0.334647349255306	4.14106119927939	0.418
"1"	-0.387885922209716	4.19423852531957	0.419
"1"	-0.361409560368579	4.18906492305565	0.42
"1"	-0.166299559429176	4.2055131690338	0.421
"1"	-0.190467152248116	4.24040332130343	0.422
"1"	-0.224823614698511	4.18647574638945	0.423
"1"	-0.163079986161657	4.33874288531127	0.424
"1"	-0.202688615412783	4.32824374164794	0.425
"1"	-0.234225015746923	4.34844201686781	0.426
"1"	-0.340776425177148	4.46110943808384	0.427
"1"	-0.390587479673097	4.27815046229492	0.428
"1"	-0.412931128939414	4.29472054099302	0.429
"1"	-0.266076015374133	4.36471388365415	0.43
"1"	-0.280921337480337	4.21525649802259	0.431
"1"	-0.357972251567874	4.20456707697556	0.432
"1"	-0.172216200322954	4.07800206298972	0.433
"1"	-0.0891079161728896	4.07915123893429	0.434
"1"	0.0306644585248609	4.01489174282678	0.435
"1"	0.0626736510370041	3.91676956374844	0.436
"1"	0.170000665621397	3.99481347129663	0.437
"1"	0.332538820130011	4.00418234934639	0.438
"1"	0.490746380638218	4.03576229159826	0.439
"1"	0.518336377493462	4.02516642932467	0.44
"1"	0.489448935486088	3.96907235278491	0.441
"1"	0.607954546612918	3.95029190458911	0.442
"1"	0.681678700814906	3.82469537081678	0.443
"1"	0.681893456120015	3.68624668645983	0.444
"1"	0.753021285302386	3.52324135908656	0.445
"1"	0.806793988530084	3.40652659813633	0.446
"1"	0.927715092328804	3.45728598788741	0.447
"1"	0.860479537533618	3.49291247703503	0.448
"1"	0.82882290798629	3.53836714550454	0.449
"1"	0.845282581693505	3.43947881958787	0.45
"1"	0.781578719698054	3.47958513534223	0.451
"1"	0.905794229700835	3.57195575333821	0.452
"1"	0.854053498130238	3.6149938065351	0.453
"1"	0.862876595517849	3.57083939560969	0.454
"1"	0.885468190649729	3.7309541960889	0.455
"1"	0.839761931445083	3.65646479819136	0.456
"1"	0.736218713510284	3.62924419628406	0.457
"1"	0.842016544098293	3.64398114387376	0.458
"1"	0.725179287893281	3.60478712845036	0.459
"1"	0.862686739432889	3.4864827378685	0.46
"1"	0.840828858820244	3.50315164157925	0.461
"1"	0.860519449289064	3.52483310647813	0.462
"1"	0.950883023984726	3.49572538165176	0.463
"1"	0.945181763605067	3.68908231576673	0.464
"1"	0.997959143712397	3.6608530930724	0.465
"1"	0.917385154984305	3.63435565731756	0.466
"1"	0.908602965513543	3.58416331011357	0.467
"1"	0.862410109903002	3.52071142905836	0.468
"1"	0.807996006442685	3.4834756761553	0.469
"1"	0.897823895006867	3.57587080113522	0.47
"1"	0.877316796833784	3.43998013160133	0.471
"1"	0.809855732438656	3.42714198120549	0.472
"1"	0.809200158132408	3.39853739943159	0.473
"1"	0.942659794586148	3.41752510515086	0.474
"1"	0.841132713477911	3.42537457157704	0.475
"1"	0.762024319010901	3.45525945430984	0.476
"1"	0.783712330750134	3.49354822377728	0.477
"1"	0.679154456304756	3.52510771878343	0.478
"1"	0.732621222200687	3.37715361194167	0.479
"1"	0.795809433492764	3.46423626624241	0.48
"1"	0.964746915782119	3.49283588850694	0.481
"1"	0.948615069055784	3.51640445979709	0.482
"1"	0.936540287602621	3.37760380861842	0.483
"1"	0.80735587551819	3.40010416933118	0.484
"1"	0.757770673225249	3.42217596357567	0.485
"1"	0.609370036922373	3.3287962074529	0.486
"1"	0.520469540191393	3.40710959529799	0.487
"1"	0.457623812770379	3.30858607368985	0.488
"1"	0.468662684988049	3.25724746428407	0.489
"1"	0.478156987488944	3.42954301103525	0.49
"1"	0.432069590788094	3.35434117001624	0.491
"1"	0.411146449688684	3.42705527565067	0.492
"1"	0.389528754366341	3.35038314570899	0.493
"1"	0.482507267312482	3.23255039209219	0.494
"1"	0.596185065676533	3.29103953860195	0.495
"1"	0.50675209906575	3.34234434973505	0.496
"1"	0.489658039818715	3.34717586002839	0.497
"1"	0.497311645576602	3.40151547533487	0.498
"1"	0.427986980207945	3.3158943788347	0.499
"1"	0.417390895424548	3.2103399058277	0.5
"1"	0.33824420749918	3.2131776524806	0.501
"1"	0.345789394640663	3.02614685522629	0.502
"1"	0.422048560870057	3.07236395445273	0.503
"1"	0.586029803546755	3.14898873955436	0.504
"1"	0.538733113464917	3.37200018344574	0.505
"1"	0.744583588586358	3.27669527360768	0.506
"1"	0.765061500300269	3.2863830103137	0.507
"1"	0.765718963848195	3.32734856974352	0.508
"1"	0.666935300682039	3.38262352456954	0.509
"1"	0.791280837802727	3.39208840590954	0.51
"1"	0.776949384302452	3.52872552064003	0.511
"1"	0.855230440191977	3.37754810359785	0.512
"1"	0.863896229957683	3.53065334141253	0.513
"1"	0.962036727557634	3.53850658335465	0.514
"1"	0.999778984197996	3.44805516923899	0.515
"1"	1.00379378779314	3.39556083925289	0.516
"1"	0.953713860555998	3.47810935117127	0.517
"1"	0.854619900352689	3.51427135011888	0.518
"1"	0.880479723358008	3.4949006285989	0.519
"1"	1.00263127533334	3.44220025016982	0.52
"1"	1.02402416592212	3.45072154469581	0.521
"1"	0.983547574885618	3.4969264936329	0.522
"1"	0.891754364640031	3.41985471528188	0.523
"1"	0.848666960244035	3.5635273336359	0.524
"1"	0.855678561071259	3.56280372335657	0.525
"1"	0.845212686226892	3.57298011677668	0.526
"1"	0.782425834032118	3.63017148422238	0.527
"1"	0.852156186099436	3.49211511121109	0.528
"1"	0.849264110467245	3.56181982898034	0.529
"1"	0.891510217302521	3.64253970705552	0.53
"1"	0.867106748127952	3.6650907164824	0.531
"1"	0.964814991500159	3.59130824389221	0.532
"1"	0.891514853590867	3.50895039683909	0.533
"1"	0.918647658663476	3.48628243128563	0.534
"1"	1.02533896922767	3.54315564659813	0.535
"1"	0.98031832709861	3.47513539474191	0.536
"1"	0.920580844024355	3.51534520941716	0.537
"1"	0.871507123099292	3.53885355526178	0.538
"1"	0.847179189367174	3.51070582263166	0.539
"1"	0.790553891897616	3.62102676137884	0.54
"1"	0.841181703584851	3.55743898765135	0.541
"1"	0.72369081615573	3.57879457871236	0.542
"1"	0.672678809228081	3.47410764717768	0.543
"1"	0.759713863137141	3.44069480947815	0.544
"1"	0.639367226457079	3.57869172557946	0.545
"1"	0.509688785641919	3.56659453361556	0.546
"1"	0.632634924844173	3.45205241902946	0.547
"1"	0.680888572923942	3.47215010145072	0.548
"1"	0.776103345608155	3.50693726120312	0.549
"1"	0.770664005974183	3.53698468613288	0.55
"1"	0.843122463086256	3.43531770799816	0.551
"1"	0.736243262747854	3.46553184822404	0.552
"1"	0.723368772786918	3.40565079423622	0.553
"1"	0.728048413031812	3.32045318447892	0.554
"1"	0.729176817472517	3.30742118943232	0.555
"1"	0.785229174110983	3.51013310559172	0.556
"1"	0.732758399080443	3.55140380918609	0.557
"1"	0.808856009753658	3.5059913446106	0.558
"1"	0.771090408084279	3.58716403606737	0.559
"1"	0.651757865737093	3.50629807847737	0.56
"1"	0.579244948539616	3.55395955904044	0.561
"1"	0.615062863208741	3.45636429635642	0.562
"1"	0.858075105944747	3.43768123065024	0.563
